Date,vix,vxn,vxd,spy.PERMNO,spy.PRC,spy.OPENPRC,dia.PERMNO,dia.PRC,dia.OPENPRC,qqq.PERMNO,qqq.PRC,qqq.OPENPRC
8/24/2011,35.9,35.65,31.71,84398,118.08,116.19,85765,112.95,111.25,91953,52.69,52.18
8/25/2011,39.76,39.43,35.66,84398,116.28,118.73,85765,111.26,113.39,91953,51.83,52.64
8/26/2011,35.59,34.49,32.03,84398,117.97,115.69,85765,112.7,110.72,91953,53.13,51.68
8/29/2011,32.28,32.11,29.25,84398,121.36,119.56,85765,115.14,113.97,91953,54.61,53.64
8/30/2011,32.89,32.02,29.54,84398,121.68,120.83,85765,115.35,114.83,91953,54.97,54.39
8/31/2011,31.62,31.37,28.82,84398,122.22,122.46,85765,115.95,116.16,91953,55.06,55.29
9/1/2011,31.82,31.36,28.6,84398,120.94,122.29,85765,114.87,116.09,91953,54.56,55.21
9/2/2011,33.92,33,30.38,84398,117.85,118.42,85765,112.28,112.74,91953,53.28,53.58
9/6/2011,37,35.86,33.41,84398,116.99,114.39,85765,111.21,109.4,91953,53.29,52.04
9/7/2011,33.38,33.12,30.19,84398,120.29,118.76,85765,113.94,112.74,91953,54.64,54.03
9/8/2011,34.32,33.65,31.38,84398,119.04,119.57,85765,112.87,113.38,91953,54.39,54.37
9/9/2011,38.52,37.99,36.46,84398,115.92,117.68,85765,109.82,111.64,91953,53.18,54.01
9/12/2011,38.59,37.97,36.69,84398,116.67,114.47,85765,110.51,108.37,91953,53.86,52.61
9/13/2011,36.91,36,34.7,84398,117.74,117.05,85765,110.92,110.68,91953,54.58,54.08
9/14/2011,34.6,33.36,32.2,84398,119.37,118.34,85765,112.4,111.49,91953,55.36,54.85
9/15/2011,31.97,30.67,29.8,84398,121.43,120.65,85765,114.26,113.43,91953,56.18,55.97
9/16/2011,30.98,29.36,28.41,84398,121.521,121.29,85765,114.86,114.61,91953,56.59,56.25
9/19/2011,32.73,31.42,30.04,84398,120.31,119.53,85765,113.72,113.1,91953,56.61,55.9
9/20/2011,32.86,31.3,29.85,84398,120.17,120.82,85765,113.88,114.26,91953,56.36,56.9
9/21/2011,37.32,34.68,33.36,84398,116.63,120.23,85765,110.949,113.93,91953,55.38,56.65
9/22/2011,41.35,40.25,37.75,84398,112.86,113.25,85765,107.07,107.95,91953,53.58,53.93
9/23/2011,41.25,39.88,38.48,84398,113.54,112.11,85765,107.45,106.44,91953,54.15,53.14
9/26/2011,39.02,39.24,36.17,84398,116.24,114.61,85765,110.24,108.41,91953,54.78,54.42
9/27/2011,37.71,37.65,34.47,84398,117.54,118.53,85765,111.71,112.41,91953,55.35,55.7
9/28/2011,41.08,40.76,37.2,84398,115.145,117.78,85765,109.83,112.1,91953,54.53,55.57
9/29/2011,38.84,41.16,35.14,84398,116.05,117.05,85765,111.38,111.87,91953,53.88,55.36
9/30/2011,42.96,44.98,39.27,84398,113.15,114.45,85765,108.93,109.81,91953,52.49,53.18
10/3/2011,45.45,46.61,41.45,84398,109.93,112.49,85765,106.36,108.21,91953,51.14,52.04
10/4/2011,40.82,42.47,37.32,84398,112.34,108.35,85765,107.72,105.08,91953,52.19,50.595
10/5/2011,37.81,39.12,34.81,84398,114.42,112.62,85765,109.28,107.85,91953,53.53,52.07
10/6/2011,36.27,37.32,33.31,84398,116.49,114.36,85765,111.09,109.3,91953,54.43,53.47
10/7/2011,36.2,37.08,32.26,84398,115.71,117.17,85765,111.02,111.87,91953,54.07,54.41
10/10/2011,33.02,34.48,29.6,84398,119.58,117.68,85765,114.21,112.6,91953,55.94,54.98
10/11/2011,32.86,34.1,29.66,84398,119.7,118.87,85765,114.01,113.62,91953,56.32,55.81
10/12/2011,31.26,32.34,27.51,84398,120.75,120.6,85765,114.99,114.77,91953,56.6,56.87
10/13/2011,30.7,30.3,27.68,84398,120.51,120.04,85765,114.66,114.53,91953,57.12,56.49
10/14/2011,28.24,28.69,25.42,84398,122.57,121.91,85765,116.34,115.82,91953,58.18,57.84
10/17/2011,33.39,32.92,29.84,84398,120.23,121.99,85765,113.9,115.84,91953,57.28,57.9
10/18/2011,31.56,30.48,29.1,84398,122.58,120.14,85765,115.51,113.54,91953,57.99,57.19
10/19/2011,34.44,33.84,31.82,84398,121.13,122.38,85765,114.95,115.47,91953,56.87,57.71
10/20/2011,34.78,34.78,31.81,84398,121.66,121.43,85765,115.33,115.07,91953,56.59,56.81
10/21/2011,31.32,31.42,27.81,84398,123.97,123.09,85765,117.85,116.45,91953,57.3,57.17
10/24/2011,29.26,28.45,26.5,84398,125.49,124.17,85765,118.88,118.17,91953,58.49,57.52
10/25/2011,32.22,31.54,29.04,84398,123.049,124.89,85765,116.79,118.22,91953,57.34,58.27
10/26/2011,29.86,30.47,26.76,84398,124.3,124.35,85765,118.41,118.38,91953,57.27,57.65
10/27/2011,25.46,26.28,22.84,84398,128.63,127.63,85765,121.94,121.08,91953,58.85,58.64
10/28/2011,24.53,25,22.31,84398,128.60001,128,85765,122.04,121.58,91953,58.94,58.5
10/31/2011,29.96,28.82,27.29,84398,125.5,127.16,85765,119.34,120.75,91953,57.95,58.41
11/1/2011,34.77,33.49,31.8,84398,122.002,122.03,85765,116.38,116.9,91953,56.44,56.56
11/2/2011,32.74,32.03,30.13,84398,123.99,123.83,85765,118.13,117.8,91953,56.92,57.01
11/3/2011,30.5,29.3,27.54,84398,126.25,125.27,85765,120.19,119.23,91953,58.1,57.36
11/4/2011,30.16,29.35,27.24,84398,125.481,125.23,85765,119.6,119.4,91953,57.8,57.79
11/7/2011,29.85,28.83,26.96,84398,126.26,125.39,85765,120.45,119.52,91953,58.21,57.75
11/8/2011,27.48,27.31,24.7,84398,127.88,126.92,85765,121.59,121.01,91953,58.88,58.63
11/9/2011,36.16,34.61,32.89,84398,123.161,124.89,85765,117.69,119.33,91953,56.81,57.72
11/10/2011,32.81,32.67,29.91,84398,124.32,124.79,85765,118.89,118.96,91953,56.78,57.4
11/11/2011,30.04,29.35,26.79,84398,126.66,125.83,85765,121.53,120.24,91953,57.85,57.28
11/14/2011,31.13,30.73,28.1,84398,125.46,126.19,85765,120.71,121.33,91953,57.49,57.69
11/15/2011,31.22,30.04,28.45,84398,126.083,125.17,85765,120.87,120.38,91953,58.13,57.34
11/16/2011,33.51,31.94,30.27,84398,124.08,124.81,85765,119.1,119.87,91953,57.17,57.73
11/17/2011,34.51,34.34,31.4,84398,122.105,123.85,85765,117.83,119.06,91953,55.83,57.02
11/18/2011,32,31.83,28.66,84398,121.979,122.5,85765,117.73,117.96,91953,55.4,55.85
11/21/2011,32.91,32.93,30.12,84398,119.661,120.2,85765,115.16,116.11,91953,54.34,54.68
11/22/2011,31.97,31.07,29.17,84398,119.19,119.4,85765,114.74,114.98,91953,54.52,54.2
11/23/2011,33.98,33.07,31,84398,116.56,118.07,85765,112.33,113.75,91953,53.29,54.11
11/25/2011,34.47,33.04,21.29,84398,116.34,116.38,85765,112.14,112.28,91953,52.88,53.09
11/28/2011,32.13,31.56,29.16,84398,119.71,119.54,85765,115.099,114.78,91953,54.72,54.16
11/29/2011,30.64,31.06,28.02,84398,120.05,120.05,85765,115.56,115.32,91953,54.38,54.65
11/30/2011,27.8,27.77,25.16,84398,124.99,123.49,85765,120.19,118.41,91953,56.39,55.84
12/1/2011,27.41,27.2,25.06,84398,124.97,124.85,85765,120.13,120.01,91953,56.78,56.37
12/2/2011,27.52,27.69,25.17,84398,124.86,126.12,85765,120.06,121.22,91953,56.62,57.33
12/5/2011,27.84,27.89,25.52,84398,126.22,126.84,85765,120.95,121.77,91953,57.24,57.49
12/6/2011,28.13,27.94,25.74,84398,126.26,126.21,85765,121.39,120.96,91953,57.08,57.29
12/7/2011,28.67,28.45,26.19,84398,126.73,125.84,85765,122.07,121.06,91953,57.08,56.9
12/8/2011,30.59,30,27.57,84398,123.95,125.9,85765,119.94,121.5,91953,56.12,56.74
12/9/2011,26.38,25.99,24.17,84398,126.05,124.51,85765,121.78,120.47,91953,57.02,56.26
12/12/2011,25.67,24.56,23.46,84398,124.21,124.95,85765,120.24,120.91,91953,56.38,56.42
12/13/2011,25.41,25.29,23.23,84398,123.05,124.86,85765,119.51,120.91,91953,55.76,56.76
12/14/2011,26.04,26.08,24.12,84398,121.74,122.56,85765,118.32,119.08,91953,54.89,55.52
12/15/2011,25.11,24.79,22.35,84398,122.185,123.03,85765,118.81,119.59,91953,54.74,55.36
12/16/2011,24.29,23.48,22.23,84398,121.59,122.23,85765,118.22,119.1,91953,54.86,54.88
12/19/2011,24.92,24.15,22.65,84398,120.29,122.06,85765,117.36,118.65,91953,54.32,55.06
12/20/2011,23.22,22.5,20.55,84398,123.93,122.18,85765,120.68,119.11,91953,55.93,55.2
12/21/2011,21.43,22.29,19.59,84398,124.17,123.93,85765,120.81,120.8,91953,55.13,55.64
12/22/2011,21.16,21.89,19.45,84398,125.27,124.63,85765,121.53,121.14,91953,55.6,55.22
12/23/2011,20.73,21.37,18.85,84398,126.39,125.67,85765,122.63,121.7,91953,56.08,55.68
12/27/2011,21.91,22.49,20.05,84398,126.49,126.17,85765,122.67,122.48,91953,56.24,56.01
12/28/2011,23.52,23.54,21.57,84398,124.83,126.51,85765,121.2471,122.66,91953,55.59,56.17
12/29/2011,22.65,23.07,20.73,84398,126.12,125.24,85765,122.52,121.52,91953,55.99,55.68
12/30/2011,23.4,23.13,21.42,84398,125.5,126.02,85765,121.85,122.33,91953,55.83,55.86
1/3/2012,22.97,23.02,20.89,84398,127.495,127.76,85765,123.63,123.94,91953,56.9,56.91
1/4/2012,22.22,21.98,20.1,84398,127.7,127.2,85765,123.97,123.4,91953,57.14,56.8
1/5/2012,21.48,21.4,19.75,84398,128.03999,127.01,85765,123.95,123.46,91953,57.61,57.02
1/6/2012,20.63,20.52,19.18,84398,127.71,128.2,85765,123.53,124.08,91953,57.81,57.65
1/9/2012,21.07,21.22,19.45,84398,128.02,128,85765,123.66,123.69,91953,57.62,57.95
1/10/2012,20.69,20.93,19.32,84398,129.13,129.39,85765,124.38,124.88,91953,58.04,58.26
1/11/2012,21.05,21.18,19.5,84398,129.2,128.73,85765,124.29,124.04,91953,58.16,58.02
1/12/2012,20.47,20.79,19.04,84398,129.50999,129.57001,85765,124.53,124.5,91953,58.39,58.29
1/13/2012,20.91,21.38,19.32,84398,128.84,128.64,85765,124.16,123.71,91953,58.18,58.1
1/17/2012,22.2,22.21,20.16,84398,129.34,130.08,85765,124.618,125.04,91953,58.71,58.71
1/18/2012,20.89,21.29,19.18,84398,130.77,129.31,85765,125.62,124.53,91953,59.49,58.84
1/19/2012,19.87,20.27,18.16,84398,131.46001,131.22,85765,126.17,125.99,91953,59.86,59.76
1/20/2012,18.28,18.97,16.05,84398,131.53999,131.24001,85765,126.96,126.04,91953,59.77,59.61
1/23/2012,18.67,19.42,16.71,84398,131.61,131.50999,85765,126.81,126.89,91953,59.79,59.8
1/24/2012,18.91,19.74,16.96,84398,131.46001,130.8,85765,126.43,126.1,91953,59.68,59.54
1/25/2012,18.31,19.36,16.41,84398,132.56,131.25999,85765,127.25,126.06,91953,60.43,60.28
1/26/2012,18.57,19.56,16.58,84398,131.88,133.14999,85765,127.06,127.85,91953,60.22,60.67
1/27/2012,18.53,19.31,16.65,84398,131.82001,131.24001,85765,126.45,126.47,91953,60.4,60.09
1/30/2012,19.4,19.75,17.68,84398,131.37,130.50999,85765,126.23,125.39,91953,60.45,59.88
1/31/2012,19.44,19.89,17.63,84398,131.32001,132.02,85765,126.07,126.88,91953,60.53,60.75
2/1/2012,18.55,19.04,16.85,84398,132.47,132.28999,85765,126.91,127.07,91953,61.02,60.85
2/2/2012,17.98,18.89,16.61,84398,132.67999,132.73,85765,126.84,127.02,91953,61.21,61.2
2/3/2012,17.1,18.21,15.62,84398,134.53999,134,85765,128.37,128.03999,91953,62.05,61.78
2/6/2012,17.76,18.65,16.2,84398,134.45,133.98,85765,128.12,127.83,91953,62,61.82
2/7/2012,17.65,18.75,16.12,84398,134.78999,134.17,85765,128.50999,127.95,91953,62.13,61.95
2/8/2012,18.16,18.99,16.44,84398,135.19,134.86,85765,128.71001,128.62,91953,62.46,62.14
2/9/2012,18.63,18.9,17.12,84398,135.36,135.41,85765,128.75999,128.96001,91953,62.91,62.67
2/10/2012,20.79,20.94,18.64,84398,134.36099,134.16,85765,127.85,127.76,91953,62.475,62.47
2/13/2012,19.04,19.6,17.25,84398,135.36,135.32001,85765,128.59,128.67999,91953,63.05,62.93
2/14/2012,19.54,20.18,17.79,84398,135.19,135,85765,128.66,128.38,91953,63.21,62.9
2/15/2012,21.14,22.35,19.15,84398,134.56,135.63,85765,127.86,129,91953,62.77,63.52
2/16/2012,19.22,20.89,17.59,84398,136.049,134.57001,85765,129.07001,127.98,91953,63.63,62.79
2/17/2012,17.78,19.76,16.22,84398,136.41,136.52,85765,129.23,129.31,91953,63.43,63.64
2/21/2012,18.19,19.92,16.76,84398,136.47,136.73,85765,129.35001,129.62,91953,63.61,63.51
2/22/2012,18.19,19.72,16.62,84398,136.032,136.25999,85765,129.14,129.23,91953,63.32,63.49
2/23/2012,16.8,18.41,15.49,84398,136.631,135.96001,85765,129.58,128.99001,91953,63.74,63.4
2/24/2012,17.31,18.27,15.74,84398,136.92999,136.92999,85765,129.62,129.77,91953,63.96,63.92
2/27/2012,18.19,19.42,16.49,84398,137.16,136.02,85765,129.66,128.92999,91953,64.05,63.6
2/28/2012,17.96,19.55,16.67,84398,137.55901,137.2,85765,129.86,129.64,91953,64.7,64.1
2/29/2012,18.43,19.83,16.99,84398,137.02,137.75999,85765,129.28999,130.02,91953,64.41,64.74
3/1/2012,17.26,18.68,16.09,84398,137.73,137.31,85765,129.57001,129.60001,91953,64.92,64.66
3/2/2012,17.29,18.23,15.94,84398,137.312,137.64,85765,129.55,129.53999,91953,64.87,64.83
3/5/2012,18.05,19.57,16.48,84398,136.75,137.10001,85765,129.42,129.42,91953,64.2,64.83
3/6/2012,20.87,21.42,19.31,84398,134.75,135.35001,85765,127.45,127.93,91953,63.57,63.59
3/7/2012,19.07,20.42,17.73,84398,135.69,135.06,85765,128.23,127.64,91953,64.06,63.86
3/8/2012,17.95,19.05,16.4,84398,137.03999,136.52,85765,128.92,128.82001,91953,64.75,64.42
3/9/2012,17.11,18.11,15.95,84398,137.57001,137.3,85765,129.14999,129.22,91953,65.02,64.85
3/12/2012,15.64,16.71,13.83,84398,137.58,137.55,85765,129.46001,129.17,91953,65.05,64.97
3/13/2012,14.8,16.44,13.63,84398,140.062,138.32001,85765,131.67999,130.05,91953,66.26,65.42
3/14/2012,15.31,17.59,14.23,84398,139.91,140.10001,85765,131.88,131.78999,91953,66.49,66.31
3/15/2012,15.42,17.25,13.54,84398,140.72,140.12,85765,132.41,132.00999,91953,66.68,66.69
3/16/2012,14.47,16.47,12.76,84398,140.3,140.36,85765,132.05,132.53,91953,66.52,66.65
3/19/2012,15.04,16.55,13.79,84398,140.85001,140.21001,85765,132.07001,131.91,91953,66.99,66.62
3/20/2012,15.58,16.35,14.47,84398,140.44,140.05,85765,131.38,131.36,91953,67.11,66.66
3/21/2012,15.13,16.23,14.37,84398,140.21001,140.52,85765,130.99001,131.53,91953,67.12,67.13
3/22/2012,15.57,16.83,14.58,84398,139.2,139.17999,85765,130.17,130.24001,91953,66.98,66.71
3/23/2012,14.82,16.57,13.69,84398,139.64999,139.32001,85765,130.60001,130.22,91953,66.939,67.06
3/26/2012,14.26,15.92,13.18,84398,141.61,140.64999,85765,132.09,131.39,91953,68.11,67.37
3/27/2012,15.59,17.02,14.12,84398,141.17,141.74001,85765,131.67,132.22,91953,68.21,68.145
3/28/2012,15.47,17.28,14.45,84398,140.47,141.10001,85765,130.98,131.73,91953,67.938,68.25
3/29/2012,15.48,17.27,14.2,84398,140.23,139.64,85765,131.13,130.27,91953,67.68,67.61
3/30/2012,15.5,17.19,13.94,84398,140.81,140.92,85765,131.8,131.71001,91953,67.55,67.99
4/2/2012,15.64,16.7,14.08,84398,141.84,140.64,85765,132.3,131.56,91953,68.25,67.46
4/3/2012,15.66,16.82,14.46,84398,141.25999,141.64,85765,131.67,132.14999,91953,68.23,68.31
4/4/2012,16.44,17.95,15.08,84398,139.86,140.22,85765,130.51289,130.66,91953,67.3,67.73
4/5/2012,16.7,17.96,15.27,84398,139.78999,139.38,85765,130.39,130.10001,91953,67.72,67.19
4/9/2012,18.81,20.18,17.14,84398,138.22,138.03,85765,129.12,128.96001,91953,67.21,66.88
4/10/2012,20.39,21.59,18.56,84398,135.89999,137.95,85765,127.013,128.87,91953,66.13,67.19
4/11/2012,20.02,21.3,18.23,84398,137,137.28999,85765,127.85,128.17,91953,66.45,66.705
4/12/2012,17.2,19.34,15.62,84398,138.78999,137.13,85765,129.72,128.12,91953,67.205,66.58
4/13/2012,19.55,21.44,17.67,84398,137.14,138.47,85765,128.39999,129.32001,91953,66.19,66.96
4/16/2012,19.55,22.57,17.75,84398,137.05,137.84,85765,129.07001,129.23,91953,65.45,66.53
4/17/2012,18.46,20.63,16.53,84398,139.082,137.84,85765,130.94,129.83,91953,66.78,65.75
4/18/2012,18.64,21.26,16.69,84398,138.61,138.46001,85765,130.14999,130.27,91953,66.61,66.59
4/19/2012,18.36,20.99,16.68,84398,137.72,138.63,85765,129.53999,130.23,91953,65.86,66.38
4/20/2012,17.44,20.17,15.59,84398,137.95,138.33,85765,129.98,129.96001,91953,65.68,66.22
4/23/2012,18.97,21.31,16.98,84398,136.78999,136.53999,85765,129.02,128.74001,91953,65.08,65.08
4/24/2012,18.1,21.03,16.09,84398,137.31,136.91,85765,129.72,129.27,91953,64.73,64.97
4/25/2012,16.82,18.47,15.32,84398,139.19,138.64999,85765,130.64,130.5,91953,66.45,66.06
4/26/2012,16.24,17.83,14.58,84398,140.16,138.89,85765,131.85001,130.56,91953,66.84,66.42
4/27/2012,16.32,17.52,14.74,84398,140.39,140.58,85765,132,132.09,91953,67.24,67.12
4/30/2012,17.15,18.77,15.34,84398,139.87,140.11,85765,131.8,131.81,91953,66.76,67.02
5/1/2012,16.6,18.66,14.86,84398,140.74001,139.78999,85765,132.53,131.85001,91953,66.87,66.68
5/2/2012,16.88,18.41,15.11,84398,140.325,139.92,85765,132.39999,132.03999,91953,67.06,66.5
5/3/2012,17.56,19.19,15.74,84398,139.25,140.34,85765,131.81,132.41,91953,66.35,67.1
5/4/2012,19.16,21.1,17.06,84398,137,138.515,85765,130.09,131.13,91953,64.7,65.75
5/7/2012,18.94,21.06,17.4,84398,137.10001,136.50999,85765,129.84,129.5,91953,64.76,64.31
5/8/2012,19.05,21.28,17.66,84398,136.55,136.28,85765,129.08,129.17,91953,64.52,64.34
5/9/2012,20.08,21.98,18.51,84398,135.74001,135.10001,85765,128.34,128,91953,64.321,63.77
5/10/2012,18.83,21.33,17.57,84398,136.02,136.67999,85765,128.44,128.81,91953,64.19,64.61
5/11/2012,19.89,21.79,18.34,84398,135.61,135.17,85765,128.17999,127.8,91953,64.18,63.94
5/14/2012,21.87,23.48,19.98,84398,134.11,134.31,85765,126.95,127.18,91953,63.58,63.63
5/15/2012,21.97,23.59,20.2,84398,133.34,134.02,85765,126.31,126.82,91953,63.37,63.79
5/16/2012,22.27,24.17,20.17,84398,132.82899,133.94,85765,126.18,126.78,91953,62.94,63.62
5/17/2012,24.49,26.5,21.97,84398,130.86,132.86,85765,124.57,126.21,91953,61.61,62.94
5/18/2012,25.1,27.55,22.3,84398,129.74001,131.37,85765,123.31,124.53,91953,60.81,61.79
5/21/2012,22.01,24.3,19.99,84398,131.97,130.16,85765,124.81,123.69,91953,62.51,60.92
5/22/2012,22.48,24.52,20.41,84398,132.2,132.31,85765,124.83,124.9,91953,62.44,62.66
5/23/2012,22.33,24.09,20.44,84398,132.27,131.25,85765,124.71,123.95,91953,62.56,61.93
5/24/2012,21.54,24.2,19.61,84398,132.53,132.63,85765,125.12,124.92,91953,62.15,62.66
5/25/2012,21.76,23.99,20.2,84398,132.10001,132.48,85765,124.26,124.93,91953,62.07,62.21
5/29/2012,21.03,23.33,19.45,84398,133.7,133.16,85765,125.6,125.23,91953,62.86,62.63
5/30/2012,24.14,25.35,21.86,84398,131.75999,132.56,85765,123.99,124.53,91953,62.33,62.29
5/31/2012,24.06,25.89,21.81,84398,131.47,131.71001,85765,123.7,124.02,91953,62.06,62.25
6/1/2012,26.66,28.63,24.32,84398,128.16,129.41,85765,121.01,122.13,91953,60.409,60.97
6/4/2012,26.12,28.17,23.98,84398,128.10001,128.39,85765,120.78,121.09,91953,60.87,60.57
6/5/2012,24.68,26.39,22.68,84398,129.07001,127.85,85765,121.086,120.64,91953,61.12,60.65
6/6/2012,22.16,23.75,20.01,84398,131.97,129.97,85765,123.93,121.99,91953,62.52,61.6
6/7/2012,21.72,23.81,19.73,84398,132.05,133.47,85765,124.52,125.17,91953,62.27,63.16
6/8/2012,21.23,22.55,18.87,84398,133.10001,131.71001,85765,125.43,124.12,91953,62.87,62.16
6/11/2012,23.56,24.6,21.09,84398,131.41499,134.17,85765,123.98,126.38,91953,61.805,63.35
6/12/2012,22.09,23.15,19.91,84398,132.92,131.78999,85765,125.59,124.4,91953,62.56,62.09
6/13/2012,24.27,24.52,21.34,84398,132.07001,132.53,85765,124.89,125.34,91953,62.13,62.38
6/14/2012,21.68,24.02,19.76,84398,133.47,132.34,85765,126.37,125.12,91953,62.36,62.14
6/15/2012,21.11,21.86,18.39,84398,134.14,133.38,85765,127.34,126.77,91953,62.99,62.37
6/18/2012,18.32,19.64,16.88,84398,134.39999,133.58,85765,127.13,126.8,91953,63.58,62.75
6/19/2012,18.38,19.2,16.45,84398,135.7,135.08,85765,128.06,127.73,91953,64.239,63.9
6/20/2012,17.24,17.81,15.31,84398,135.48,135.71001,85765,127.96,128.12,91953,64.29,64.36
6/21/2012,20.08,20.78,17.74,84398,132.44,135.64,85765,125.44,128.14999,91953,62.69,64.21
6/22/2012,18.11,19.12,16.12,84398,133.46001,133.13,85765,126.23,126.13,91953,63.35,62.88
6/25/2012,20.38,21.28,17.99,84398,131.32001,132.05,85765,124.76,125.06,91953,62.13,62.84
6/26/2012,19.72,20.87,17.65,84398,131.98,131.7,85765,125.08,125.03,91953,62.52,62.33
6/27/2012,19.45,20.68,17.46,84398,133.173,132.42,85765,126.01,125.4,91953,62.9,62.76
6/28/2012,19.71,21.51,17.53,84398,132.78999,132.28999,85765,125.8,125.02,91953,62.2,62.42
6/29/2012,17.08,18.65,15.32,84398,136.105,135.2,85765,128.45,127.75,91953,64.16,63.37
7/2/2012,16.8,18.55,15.46,84398,136.50999,136.48,85765,128.36,128.62,91953,64.35,64.23
7/3/2012,16.66,18.56,15.46,84398,137.412,136.48,85765,129.14999,128.37,91953,64.89,64.38
7/5/2012,17.5,18.43,15.85,84398,136.78999,136.89999,85765,128.78,128.62,91953,64.93,64.78
7/6/2012,17.1,18.65,15.83,84398,135.49001,135.47,85765,127.57,127.79,91953,64.12,64.65
7/9/2012,17.98,19.6,16.52,84398,135.32001,135.38,85765,127.24,127.42,91953,64,64.03
7/10/2012,18.72,20.67,16.93,84398,134.14,136.00999,85765,126.35,127.96,91953,63.37,64.33
7/11/2012,17.95,20.34,16.63,84398,134.16,134.21001,85765,125.91,126.43,91953,63.02,63.29
7/12/2012,18.33,20.97,16.89,84398,133.50999,133.38,85765,125.57,125.21,91953,62.43,62.55
7/13/2012,16.74,19.09,15.22,84398,135.75,133.86,85765,127.62,125.92,91953,63.38,62.56
7/16/2012,17.11,19.54,15.62,84398,135.42999,135.44,85765,127.12,127.25,91953,63.2,63.24
7/17/2012,16.48,18.91,15.16,84398,136.36,135.97,85765,127.82,127.53,91953,63.53,63.58
7/18/2012,16.16,18.3,14.53,84398,137.37,136.03999,85765,128.96001,127.49,91953,64.39,63.4
7/19/2012,15.45,17.49,14.26,84398,137.73,137.64999,85765,129.32001,129.27,91953,65.1,64.84
7/20/2012,16.27,18.2,14.93,84398,136.47,136.95,85765,128.03999,128.35001,91953,64.235,65.09
7/23/2012,18.62,20.61,16.89,84398,135.09,134.47,85765,126.91,126.02,91953,63.46,63
7/24/2012,20.47,22.83,18.38,84398,133.925,135.19,85765,125.86,126.93,91953,62.96,63.58
7/25/2012,19.34,21.44,17.33,84398,133.96001,134.21001,85765,126.51,126.6,91953,62.54,62.49
7/26/2012,17.53,20.11,15.92,84398,136.17,135.89,85765,128.58,128.17,91953,63.37,63.44
7/27/2012,16.7,18.58,15.33,84398,138.675,136.89,85765,130.53999,129.02,91953,64.87,63.83
7/30/2012,18.03,19.74,16.54,84398,138.67999,138.52,85765,130.39999,130.31,91953,64.82,65.01
7/31/2012,18.93,20.3,17.39,84398,137.71001,138.49001,85765,129.69,130.25,91953,64.8,64.91
8/1/2012,18.96,20.19,17.41,84398,137.59,138.7,85765,129.45,130.47,91953,64.61,65.25
8/2/2012,17.57,19.08,16.24,84398,136.64,136.55,85765,128.53999,128.66,91953,64.38,64.1
8/3/2012,15.64,17.46,14.44,84398,139.349,138.56,85765,130.73,130.06,91953,65.6,65.38
8/6/2012,15.95,17.57,14.68,84398,139.62,139.72,85765,130.89999,130.94,91953,66.1,65.94
8/7/2012,15.99,17.41,14.86,84398,140.32001,140.17999,85765,131.38,131.32001,91953,66.65,66.38
8/8/2012,15.32,16.97,14.15,84398,140.49001,139.85001,85765,131.55,130.94,91953,66.62,66.48
8/9/2012,15.28,16.41,13.85,84398,140.61,140.28999,85765,131.57001,131.5,91953,66.82,66.62
8/10/2012,14.74,15.89,13.57,84398,140.84,140.03999,85765,131.92999,131.14999,91953,66.86,66.59
8/13/2012,13.7,14.48,12.43,84398,140.77,140.60001,85765,131.62,131.74001,91953,67.02,66.84
8/14/2012,14.85,15.4,13.14,84398,140.78999,141.28999,85765,131.66,132.05,91953,67.05,67.28
8/15/2012,14.63,14.77,13,84398,140.95,140.64,85765,131.72,131.50999,91953,67.22,67
8/16/2012,14.29,14.81,12.62,84398,141.99001,141.14999,85765,132.57001,131.77,91953,68.02,67.47
8/17/2012,13.45,13.79,12.01,84398,142.17999,142.23,85765,132.42,132.49001,91953,68.32,68.17
8/20/2012,14.02,14.62,12.61,84398,142.19,141.98,85765,132.38,132.19,91953,68.42,68.27
8/21/2012,15.02,15.36,13.49,84398,141.75999,142.53999,85765,131.77,132.57001,91953,68.15,68.63
8/22/2012,15.11,15.58,13.69,84398,141.82001,141.39999,85765,131.47,131.57001,91953,68.43,67.99
8/23/2012,15.96,16.68,14.44,84398,140.66499,141.47,85765,130.38,131.25999,91953,67.87,68.14
8/24/2012,15.18,16.6,13.85,84398,141.50999,140.31,85765,131.38,130.21001,91953,68.29,67.72
8/27/2012,16.35,17.19,14.9,84398,141.53999,141.89,85765,131.06,131.42,91953,68.4,68.6
8/28/2012,16.49,17.64,15.46,84398,141.39999,141.17999,85765,130.86,130.75,91953,68.4,68.34
8/29/2012,17.06,18.11,15.8,84398,141.50999,141.52,85765,130.92,130.87,91953,68.4,68.41
8/30/2012,17.83,19.03,16.5,84398,140.49001,140.89999,85765,129.92,130.38,91953,67.71,68.11
8/31/2012,17.47,18.35,15.69,84398,141.16,141.28999,85765,130.88,130.64,91953,68.16,68.2
9/4/2012,17.98,19.09,16.38,84398,141.03,141.03999,85765,130.23,130.74001,91953,68.09,68.03
9/5/2012,17.74,19.02,16.27,84398,140.91,141.09,85765,130.37,130.37,91953,68.02,68.04
9/6/2012,15.6,17.01,14.3,84398,143.77,141.75999,85765,132.82001,131.16,91953,69.53,68.42
9/7/2012,14.38,15.44,13.19,84398,144.33,144.00999,85765,132.94,132.89,91953,69.43,69.37
9/10/2012,16.28,17.8,14.92,84398,143.50999,144.19,85765,132.48,132.77,91953,68.54,69.26
